ResponseId,DescribeVignette,Usable,Check,MentionsScientist
R_3OtmYNxlFDPwEEN,The media has sided with the environmental activists and with the scientist. They should not have sided with them - they should be presenting facts from both sides of the issue and let it’s readers come to their own conclusions.,1,,1
R_69jrJSnTriW0GUO,"The protest that ran through New York City, which had thousands, was peaceful and had no incidents, as it was facilitated by the police.",1,,
R_6giqkwii1ii10IW,positive towards the protestors - and definitely pro climate advocacy.  Typical media bias,1,,
R_1KidytpG8Q7IL17,The article portrayed the protest as neccessary to stop climate change.,1,,
R_7Jl5hrJ4KxNnjDr,"The media portrayed the protest positively, pointing out it was peaceful and including quotes from a scientist regarding reducing fossil fuel production.",1,,1
R_6geCAYU48dtPO0N,"The media portrayed the event as a peaceful protest where activists, who were supported by scientists, made known to government their stand that new oil and fossil fuel projects should be halted to fight against climate change. Scientists took the stand that the time to act is now, saying that government is not doing enough to protect out planet.",1,,1
R_5hygEVTiI4STDy2,"i hthinik the media was objective and fair, informative",1,,
R_7Tp1b06jBfDOCfo,"The media portrayal of the protests leans positive. The description made note of how the protest was peaceful and without incident, and also made clear how serious the issue was by including scientist endorsements.",1,,1
R_1Bg8ypTpLc13fnb,The protesters were portrayed by the media as being neither right or wrong.,1,,
R_3l0ikP8DJBygrZg,They described it as a peaceful march in the Manhattan streets. The police facilitated and no incidents occured.,1,,
R_5DM1B2xaxwwuBfb,They painted it as to say the protests are necessary. They let the scientist explain why its so important,1,,1
R_1sf1AoM7cJ5Ltmh,The article laid out the scientific facts about climate change in terms of temp increase = global catastrophe. Then speaks of demonstrations that point these facts to the media.,1,,2
R_6LcULc6ZWiu3mWT,Positive portrayal. Juxtaposition of activists performing acts of civil disobedience with the words of a PhD environmental scientist emphasizes the urgency of not approving new exploration but also giving tacit approval the protesters methods.,1,,1
R_1bpVaDpp1fgCMtr,"The news article supported the protest by reporting all the information (propaganda) that the protesters wanted to get across. The newspaper did not show any criticism or negative attitude toward the protest, which shows they support it and its message.",1,,
R_32YNYsjGXDstDSF,The protestwas peaceful,1,,
R_7ZUl6pQtsAK870t,"The media portrayed the protest as a large, organized demonstration by climate activists demanding an end to new oil and gas drilling, emphasizing their direct action through blockading entrances to the Federal Reserve and resulting in over one hundred arrests. The report also highlighted the scientific urgency of limiting global warming to 1.5 degrees Celcius.",1,,2
R_13fZVxJE7X010CI,The media portrayed the protest as peaceful and demanding of their cause.,1,,
R_1YJk4GEJ5gxRU8a,they portrayed the protest as peaceful. the police were present but no issues.,1,,
R_1CDQAG6V4l9Z7a2,"The media first described the protest itself, showing how many people are passionate about this issue and willing to be arrested over it. Then it describes what leading scientists have said about the issue to provide facts to context",1,,2
R_7uH9DifLbRnvpW9,we need to limit global warming. the government is not responding so climate activists blocked the federal reserve bank with their bodies,1,,
R_5g6FiRrUyElO5LX,The media portrayed the protest as a peaceful protest where they marched through the streets of Manhattan.,1,,
R_6ICjKLxTZfsl8D7,The media portrayed the protest as peaceful and without any incidents. They wrote about an environmental scientist endorsing the protest action.,1,,1
R_5eOzKnHeIlzqLtf,"The media is always liberally biased and has an agenda, so it is no surprise to me that they took the side of the activists.",1,,
R_7DBF512ZbJvKqz8,The media portrayed the protest as a positive action by citing proof that would appear to be positive. They did not offer any quotes from anyone on the other side of this coin.,1,,
R_1O6oQRLAdLMdvJT,I believe the protest were covered accurately. I do not sense or read any derogatory comments towards the protesters. Just the facts.,1,,
R_6guq8xJNd4CSFcz,The media portrayed the protest as a violent protest. They have also advocated for the elimination of fossil fuels.,1,,
R_57w9luAz70Tg0dX,The media portrayed the protest in a positive light emphasizing the importance of protesting for this cause.,1,,
R_1E0vUo8oZzmldjH,It seemed neutral and factual and mostly unbiased.,1,,
R_7KqDvdpsT3bBr6x,The article said the protest was peaceful.,1,,
R_56mDuz8r9mDSB0Z,I think the media portrayed this protest in a neutral way. They only stated the facts of what happened and they did not use any adjectives in the story that suggested bias.,1,,
R_1tx8dtYlOVmqtxw,It portrays one side of the argument. It seems very biased.,1,,
R_5UeGTeBkL6v2ztv,The media presented the facts given by the IEA and how even scientists are now joining activists because they feel so strongly about the global warming. There were so persuasive comments or bias.,1,,1
R_6DwGRvXwG5T49W5,The article written appeared to have a bias toward the climate activists' actions. The article detailed how the activists marched to the Federal Reserve Building and blocked the entrance into the building. Over 100 activists were arrested.,1,,
R_3C8fjLkJLTKQGKX,The media portrayed the protest as peaceful and approved by the government with police facilitation. The media views the protest and the protestors in a positive light.,1,,
R_3dMVj3Wm442O4td,"A protest,dependant on:who is protesting,and the cause of the protest,were painted in a great light;being peaceful and precise in what their intentions were.",1,,
R_7T8mhXMRVXsbwCl,The media was neutral in telling the story about the protest.They told the public about the protest and what the protesters are saying about climate change and what needs to be done.,1,,
R_6n0CrlT1MSBh4QR,The media put emphasis on the arrests as well as the scientist involved in the protest to give validity to the protest.,1,,1
R_1rA6vuS2CaRQ532,The media portrayed the protest in a surprisingly positive way.,1,,
R_6igIRGXY5XgCNQ6,The media portrayed the protest as peaceful. It seemed to lean a little in favor of the beliefs being expressed.,1,,
R_3V2T8d7J80kyyeQ,Protests disrupt access to the world bank.The protest demands that no more drilling for oil be permitted. They say the government isn't doing enough to stop climate change,1,,
R_3FyQqdvkRutLNi2,The article was balanced information about the assembly stating the reason that people gathered. It was stated without agreeing or disagreeing with the reasons for the march.,1,,
R_3IgwcNV5k64nctg,In this article the media shows bias towards climate change and even seems to agree with the activists and their activities. They allude to the fact that over 100 were arrested but they aren't showing anything from the opposing side.,1,,
R_7rfbSdl53mreZ6s,The media portrayed the protest in an unbiased manner by not stating that the scientist was out of his league by standing by the protestors and speaking his mind for change and action to take place.,1,,1
R_1P5kkEH1OnKvS8p,It was a peaceful protest facilitated by the police. At least one scientist decided to join the activist.,1,,1
R_1MN9voYL20wjXvY,The protest was peaceful.,1,,
R_6GHQ2jUk8E1DtRO,They portrayed it correctly. They also made it a point to show why ignorance is pulling scientists into protests.,1,,1
R_1AMkOOLbwMnZs0p,they just state that people blocked the entrances to the building and more than 100 were arrested,1,,
R_32A0gFnPvLrB2EM,"The media portrayed the protest in front of the Federal Reserve Bank in midtown New York, with a neutral tone. However the story presented only one side of the issue. The newspaper could have easily found a credible climate denier to offer a counter impression,",1,,
R_3uWAL8pjCOVq2n9,The newspaper portrayed the activists as aggressive. It also seemed to support activists by stating what scientists say on climate change.,1,,2
R_6fiYvmka9LibkDo,As a peaceful plea that was endorsed by scientists to draw attention to the importance of stopping new oil and gas drilling. The government is not listening to scientists so they are forced to join activists to draw attention to the situation.,1,,1
